Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Single_T2.1,Coverage (%) Chronic_T4.1,Coverage (%) Control_T1.1,Coverage (%) Episodic_T3.1,Coverage (%) Control_T1.2,Coverage (%) Episodic_T3.2,Coverage (%) Chronic_T4.2,Coverage (%) Single_T2.2,Coverage (%) Control_T1.3,Coverage (%) Episodic_T3.3,Coverage (%) Single_T2.3,Coverage (%) Chronic_T4.3,Area Single_T2.1,Area Chronic_T4.1,Area Control_T1.1,Area Episodic_T3.1,Area Control_T1.2,Area Episodic_T3.2,Area Chronic_T4.2,Area Single_T2.2,Area Control_T1.3,Area Episodic_T3.3,Area Single_T2.3,Area Chronic_T4.3,#Peptides,#Unique,#Spec Single_T2.1,#Spec Chronic_T4.1,#Spec Control_T1.1,#Spec Episodic_T3.1,#Spec Control_T1.2,#Spec Episodic_T3.2,#Spec Chronic_T4.2,#Spec Single_T2.2,#Spec Control_T1.3,#Spec Episodic_T3.3,#Spec Single_T2.3,#Spec Chronic_T4.3,PTM,Avg. Mass,Description
406,257,TRINITY_DN43726_c0_g1_i1.p1,225.17,39,26,29,20,23,26,20,18,22,12,39,29,32,3.771E7,5.4179E7,2.643E7,3.0037E7,3.1329E7,3.7068E7,3.4488E7,3.706E7,9.5135E6,8.6165E7,1.9002E7,4.4854E7,13,13,10,12,9,9,8,10,7,7,4,17,9,11,Carbamidomethylation; Oxidation (M); Deamidation followed by a methylation; Mutation,32307,TRINITY_DN43726_c0_g1_i1.p1
475,544,TRINITY_DN44461_c0_g2_i2.p1,224.89,34,20,31,20,23,23,23,28,23,23,31,16,24,1.5997E7,4.7976E7,1.0424E7,2.0712E7,2.1863E7,3.2662E7,3.3051E7,3.4258E7,1.9435E7,3.2923E7,1.2816E7,2.5933E7,13,13,5,15,6,7,9,8,12,7,8,12,4,6,Carbamidomethylation; Oxidation (M); Carbamidomethylation (DHKE  X@N-term); Mutation,28601,TRINITY_DN44461_c0_g2_i2.p1
162,491,TRINITY_DN45974_c0_g1_i3.p1,224.52,65,34,61,34,49,34,34,44,38,34,38,34,43,9.1466E7,2.5437E8,6.5379E7,1.3296E8,7.9153E7,8.3165E7,1.7579E8,1.3181E8,5.669E7,1.2752E8,7.2778E7,1.8452E8,16,16,20,30,13,24,20,20,29,21,17,21,20,31,Carbamidomethylation; Oxidation (M); Deamidation (NQ); Deamidation followed by a methylation; Mutation,20881,TRINITY_DN45974_c0_g1_i3.p1
309,2677,TRINITY_DN41077_c1_g1_i4.p1,224.50,47,46,46,30,31,46,47,0,46,30,46,31,46,1.3142E8,1.3367E8,1.8946E7,3.3816E7,1.9009E8,3.3531E8,,1.8763E8,2.055E7,6.5641E8,7.4701E7,9.7364E7,17,17,11,15,5,6,14,25,0,14,4,29,11,13,Carbamidomethylation (DHKE  X@N-term); Methylation(KR); Amidation; Propionamide (K  X@N-term); Mutation,11190,TRINITY_DN41077_c1_g1_i4.p1
230,565,TRINITY_DN43041_c2_g1_i2.p1,224.46,49,39,43,38,36,35,34,44,39,44,34,39,39,1.0178E6,1.1531E6,,5.9853E5,,,1.0429E7,1.0702E6,3.1887E5,,6.8721E5,5.1785E5,18,3,20,19,17,18,15,15,21,16,16,14,13,16,Oxidation (M); Deamidation (NQ); Dimethylation(KR); Oxidation or Hydroxylation; Michael addition with methylamine; 4 more,20611,TRINITY_DN43041_c2_g1_i2.p1
357,256,TRINITY_DN47490_c0_g2_i1.p1,224.26,38,25,28,20,24,20,20,31,20,18,24,13,22,4.1263E7,5.8909E7,2.6666E7,2.4898E7,2.1534E7,3.1249E7,4.8517E7,3.7632E7,3.1137E7,4.3015E7,2.3031E7,3.0476E7,17,17,12,18,10,10,10,11,14,9,9,10,6,10,Carbamidomethylation; Oxidation (M); Methylation(others); Deamidation followed by a methylation; Mutation,46082,TRINITY_DN47490_c0_g2_i1.p1
693,352,TRINITY_DN41661_c0_g1_i1.p1,222.94,27,10,24,10,12,12,15,12,12,3,17,8,13,8.5529E6,3.42E7,9.7154E6,1.1229E7,7.2509E6,1.7843E7,1.1914E7,1.7595E7,2.887E6,2.8591E7,6.8606E6,9.9896E6,12,12,3,10,5,6,4,8,5,5,1,7,3,6,Carbamidomethylation; Oxidation (M); Mutation,47724,TRINITY_DN41661_c0_g1_i1.p1
206,1353,TRINITY_DN46892_c4_g1_i1.p1,222.88,66,35,35,35,47,35,35,35,35,64,49,35,35,4.6054E7,4.0474E7,8.0011E6,2.728E7,2.7717E7,9.7651E7,3.2337E6,7.1524E7,1.9573E7,1.5744E8,1.5803E7,1.5471E7,17,3,27,13,15,23,15,19,14,25,18,25,21,9,Carbamidomethylation; Oxidation (M); Carbamidomethylation (DHKE  X@N-term); Deamidation (NQ); Methylation(KR); 5 more,11425,TRINITY_DN46892_c4_g1_i1.p1
609,480,TRINITY_DN45735_c0_g3_i1.p1,221.61,21,9,11,7,11,11,11,9,11,13,13,8,11,1.2258E7,8.4899E6,5.87E6,6.6315E6,1.141E7,1.1663E7,6.4076E6,2.2449E7,8.2073E6,1.1141E7,7.1078E6,5.0784E6,11,11,6,6,5,4,6,6,5,7,8,9,6,6,Carbamidomethylation; Oxidation (M); Deamidation (NQ); Proline oxidation to pyrrolidinone; Mutation,59109,TRINITY_DN45735_c0_g3_i1.p1
234,889,TRINITY_DN42814_c0_g1_i5.p2,221.36,44,44,24,34,39,34,34,25,34,44,34,34,39,,,,3.1399E6,3.0339E6,,,,5.8448E6,,,,19,1,17,11,23,19,23,11,10,17,22,14,15,15,Oxidation (M); Dihydroxy; Deamidation (NQ); Methylation(KR); Methylation(others); 3 more,22344,TRINITY_DN42814_c0_g1_i5.p2
448,652,TRINITY_DN26990_c0_g1_i1.p2,221.17,53,44,38,31,48,44,31,39,35,36,38,9,42,2.9911E7,2.7558E7,1.8593E7,4.1999E7,1.962E7,1.0486E7,3.2193E7,3.8704E7,2.2832E7,2.4797E7,5.9621E6,3.3599E7,13,13,11,9,8,11,12,6,8,11,7,8,2,10,Carbamidomethylation; Oxidation (M); Deamidation (NQ); Methylation(KR); Deoxy; 2 more,25103,TRINITY_DN26990_c0_g1_i1.p2
659,371,TRINITY_DN45042_c0_g1_i5.p1,221.16,58,14,42,0,21,10,17,56,9,14,37,18,27,1.9719E7,3.2463E7,,1.1071E7,5.9447E6,1.7582E7,3.3805E7,2.6581E6,1.7314E7,1.5808E7,1.1576E7,2.0751E7,12,12,4,10,0,6,3,5,13,2,4,8,6,7,Carbamidomethylation; MDA adduct +62; Deoxy; Mutation,22238,TRINITY_DN45042_c0_g1_i5.p1
344,467,TRINITY_DN44151_c0_g1_i1.p1,221.02,30,26,28,25,30,20,28,29,20,28,26,20,29,2.747E7,9.2391E7,2.392E7,4.9128E7,3.4281E7,3.7164E7,1.2947E8,4.629E7,3.5149E7,5.6439E7,3.2543E7,6.9685E7,10,10,8,11,8,12,8,12,20,8,11,13,8,14,Oxidation (M); Deamidation (NQ); Sodium adduct; Pyro-glu from Q,30726,TRINITY_DN44151_c0_g1_i1.p1
344,468,TRINITY_DN44151_c0_g1_i5.p1,221.02,30,26,28,25,30,20,28,29,20,28,26,20,29,2.747E7,9.2391E7,2.392E7,4.9128E7,3.4281E7,3.7164E7,1.2947E8,4.629E7,3.5149E7,5.6439E7,3.2543E7,6.9685E7,10,10,8,11,8,12,8,12,20,8,11,13,8,14,Oxidation (M); Deamidation (NQ); Sodium adduct; Pyro-glu from Q,30726,TRINITY_DN44151_c0_g1_i5.p1
1145,656,TRINITY_DN32417_c0_g1_i1.p1,220.97,64,16,19,0,21,0,56,8,28,8,28,0,28,9.5064E5,2.1525E6,,8.8447E5,,2.0522E7,8.085E5,5.2988E6,5.8647E5,4.2963E6,,1.6692E6,9,9,2,3,0,2,0,11,1,3,1,3,0,4,Oxidation (M); Deamidation (NQ); Mutation,17895,TRINITY_DN32417_c0_g1_i1.p1
585,596,TRINITY_DN40502_c0_g2_i1.p1,220.95,49,26,27,32,32,12,32,48,12,28,39,28,20,4.4946E6,8.9664E6,4.1439E6,5.9907E6,2.7849E6,5.6918E6,1.2921E7,3.063E6,3.3104E6,9.3171E6,2.3334E6,5.1863E6,12,7,6,8,6,7,4,6,13,4,5,7,5,6,Carbamidomethylation; Methylation(others); Mutation,20177,TRINITY_DN40502_c0_g2_i1.p1
573,584,TRINITY_DN45107_c0_g1_i1.p1,220.94,36,30,25,24,22,19,36,36,21,8,31,24,32,1.0025E7,1.3554E7,6.2202E6,8.7807E6,6.514E6,2.2502E7,1.6078E7,1.4236E7,1.6403E6,3.3147E7,1.0068E7,1.0369E7,9,9,7,6,6,4,4,9,11,4,3,11,6,8,Pyro-glu from Q; Mutation,28746,TRINITY_DN45107_c0_g1_i1.p1
857,542,TRINITY_DN46899_c0_g1_i1.p1,220.85,31,15,13,18,13,4,13,15,11,8,22,7,14,6.6831E6,3.6129E6,5.7579E6,1.8322E7,0,3.8169E6,3.1591E6,4.2532E6,1.884E6,1.2732E7,1.9937E6,2.4394E6,10,10,5,4,6,4,1,4,4,4,3,6,2,4,Carbamidomethylation; Oxidation (M); Mutation,45159,TRINITY_DN46899_c0_g1_i1.p1
506,642,TRINITY_DN45028_c0_g1_i2.p1,220.77,60,49,44,17,31,28,56,46,33,34,25,30,26,1.7034E7,3.1106E7,3.5378E6,1.1785E7,8.0302E6,4.3685E7,2.3928E7,1.8216E7,9.9073E6,1.7903E7,1.3948E7,1.6661E7,15,15,10,10,3,5,7,14,12,5,7,6,7,5,Carbamidomethylation; Oxidation (M); Deamidation (NQ); Dimethylation(KR); Amidation; 2 more,24478,TRINITY_DN45028_c0_g1_i2.p1
425,602,TRINITY_DN44732_c0_g1_i1.p1,220.69,37,20,27,28,19,31,17,32,33,17,27,19,18,2.4173E7,1.9984E7,3.7189E7,1.703E7,2.9504E7,1.5137E7,5.4553E7,3.0553E7,1.6578E7,3.9838E7,1.0326E7,1.9537E7,13,13,10,8,11,7,12,5,15,12,6,9,6,6,Carbamidomethylation; Oxidation (M); Carbamylation; Oxidation or Hydroxylation; Mutation,35369,TRINITY_DN44732_c0_g1_i1.p1
394,260,TRINITY_DN20506_c0_g1_i1.p1,220.60,51,43,20,42,41,27,41,3,33,23,37,22,30,6.03E7,1.1657E7,4.3626E7,4.7171E7,4.6804E7,3.9049E7,5.1462E6,4.4859E7,1.6307E7,6.1001E7,2.2092E7,1.4817E7,16,16,15,5,16,12,11,13,1,10,7,12,7,8,Oxidation (M); Deoxy; Dehydration; Mutation,25510,TRINITY_DN20506_c0_g1_i1.p1
122,294,TRINITY_DN46517_c0_g1_i3.p1,220.53,52,34,52,33,43,38,44,44,41,42,38,38,43,1.8544E8,2.9792E8,1.1149E8,1.5991E8,2.1277E8,2.4152E8,2.4263E8,1.5785E8,1.2454E8,2.7117E8,1.5543E8,2.0461E8,21,21,28,32,19,24,27,35,37,29,21,33,24,28,Oxidation (M); Sulphone; Pyro-glu from Q; Iodination; Mutation,18427,TRINITY_DN46517_c0_g1_i3.p1
122,296,TRINITY_DN46517_c0_g1_i2.p1,220.53,49,32,49,31,41,37,42,42,39,40,37,36,41,1.8544E8,2.9792E8,1.1149E8,1.5991E8,2.1277E8,2.4152E8,2.4263E8,1.5785E8,1.2454E8,2.7117E8,1.5543E8,2.0461E8,21,21,28,32,19,24,27,35,37,29,21,33,24,28,Oxidation (M); Sulphone; Pyro-glu from Q; Iodination; Mutation,19215,TRINITY_DN46517_c0_g1_i2.p1
496,934,TRINITY_DN44217_c0_g2_i1.p1,220.05,32,32,32,22,32,22,32,32,32,29,32,32,32,6.3271E7,9.5475E7,3.0435E7,5.359E7,2.8317E7,9.9154E7,5.2093E7,1.2341E8,2.6506E7,1.1351E8,4.7921E7,5.1809E7,9,9,8,8,6,6,4,11,9,11,7,12,6,7,Carbamidomethylation; Mutation,17702,TRINITY_DN44217_c0_g2_i1.p1
556,438,TRINITY_DN40865_c0_g2_i2.p1,219.99,55,20,33,28,24,28,24,46,19,16,39,25,29,1.0764E7,1.4963E7,8.3851E6,5.4166E6,7.2931E6,7.6815E6,3.4843E7,6.0907E6,6.7953E6,1.6368E7,7.7976E6,8.9406E6,10,10,8,9,6,5,5,8,12,5,4,10,5,7,Carbamidomethylation; Oxidation (M); Methylation(KR); Dimethylation(KR); Oxidation or Hydroxylation,19552,TRINITY_DN40865_c0_g2_i2.p1
30,366,TRINITY_DN31011_c0_g1_i1.p1,219.95,46,33,31,35,33,39,27,31,32,36,27,36,32,6.1956E7,5.0068E7,3.5845E7,6.2662E7,5.0323E7,2.6688E7,2.1345E7,8.5406E7,4.007E7,7.2247E7,3.225E7,4.7375E7,30,12,69,65,62,67,66,46,50,74,72,56,57,70,Oxidation (M); Dihydroxy; Deamidation (NQ); Formylation; Ammonia-loss (N); 2 more,24559,TRINITY_DN31011_c0_g1_i1.p1
730,703,TRINITY_DN44918_c0_g2_i1.p1,219.91,35,4,31,2,15,29,4,28,4,2,17,2,24,1.1482E6,2.0925E7,8.214E5,2.7883E6,1.431E7,1.7883E6,2.8957E7,3.8042E6,7.0947E5,1.3327E7,5.7025E5,1.0152E7,12,12,2,10,1,4,10,2,11,2,1,6,1,8,Carbamidomethylation; Acetylation (K); Acetylation (N-term); Formylation; Phenethyl isothiocyanate; Mutation,50684,TRINITY_DN44918_c0_g2_i1.p1
500,992,TRINITY_DN47234_c0_g2_i1.p1,219.74,35,24,18,24,24,24,24,24,24,29,30,29,24,1.6329E7,8.9872E6,1.2624E7,1.3933E7,2.3378E7,9.2798E6,1.8353E7,1.9432E7,1.8846E7,2.0392E7,1.3288E7,1.3339E7,9,9,8,8,7,7,9,6,7,9,9,8,8,7,Oxidation (M); Pyro-glu from Q; Proline oxidation to pyrrolidinone,25938,TRINITY_DN47234_c0_g2_i1.p1
423,422,TRINITY_DN39032_c0_g1_i1.p2,219.66,74,37,51,37,40,30,30,49,40,30,30,49,40,2.2108E7,6.9081E7,2.0313E7,3.6848E7,1.9137E7,2.1389E7,6.2722E7,4.0814E7,2.0149E7,4.2458E7,2.6586E7,3.4905E7,12,12,7,11,9,8,8,7,11,9,8,10,10,10,Carbamidomethylation; Replacement of proton with ammonium ion,13487,TRINITY_DN39032_c0_g1_i1.p2
423,423,TRINITY_DN39032_c0_g1_i1.p1,219.66,74,37,51,37,40,30,30,49,40,30,30,49,40,2.2108E7,6.9081E7,2.0313E7,3.6848E7,1.9137E7,2.1389E7,6.2722E7,4.0814E7,2.0149E7,4.2458E7,2.6586E7,3.4905E7,12,12,7,11,9,8,8,7,11,9,8,10,10,10,Carbamidomethylation; Replacement of proton with ammonium ion,13487,TRINITY_DN39032_c0_g1_i1.p1
148,1001,TRINITY_DN40825_c0_g1_i3.p1,219.56,61,46,56,60,52,53,44,56,52,42,44,60,44,3.6031E7,1.3801E8,1.5551E7,4.1634E7,2.4576E7,4.531E7,1.3539E8,5.3782E7,3.0521E7,8.262E7,3.4841E7,6.0751E7,22,5,22,30,16,24,24,16,33,28,19,25,21,23,Oxidation (M); Dihydroxy; Carbamylation; Carboxylation (DKW); Methylation(others); 2 more,12332,TRINITY_DN40825_c0_g1_i3.p1
267,1105,TRINITY_DN43041_c1_g1_i2.p1,219.02,63,58,58,49,54,57,44,63,58,44,63,49,58,7.1012E7,1.0048E8,4.5176E7,5.692E7,6.0914E7,5.7104E7,1.1755E8,8.5966E7,3.1738E7,7.8531E7,3.6205E7,5.5932E7,15,15,13,17,15,14,13,15,17,16,10,15,11,14,Oxidation (M); Deamidation (NQ); Mutation,15018,TRINITY_DN43041_c1_g1_i2.p1
1240,322,TRINITY_DN46442_c0_g1_i1.p1,218.91,22,9,12,5,5,6,0,9,11,0,9,6,7,3.1413E6,6.2323E6,3.5191E5,3.7644E6,1.5408E6,,5.5651E6,6.6661E6,,5.3824E6,2.1941E6,4.1555E6,9,9,2,3,1,2,3,0,3,4,0,4,2,2,,48578,TRINITY_DN46442_c0_g1_i1.p1
434,897,TRINITY_DN45935_c0_g1_i2.p1,218.90,59,46,46,40,46,46,52,46,46,46,40,59,46,1.6502E7,2.7748E7,1.1371E7,1.4632E7,8.6634E6,2.3022E7,2.6299E7,1.7535E7,1.3561E7,2.0257E7,1.8005E7,1.9217E7,10,10,9,12,9,8,6,13,11,8,6,8,9,7,Acetylation (Protein N-term); Mutation,16199,TRINITY_DN45935_c0_g1_i2.p1
434,898,TRINITY_DN45935_c0_g1_i3.p1,218.90,58,45,45,39,45,45,51,45,45,45,39,58,45,1.6502E7,2.7748E7,1.1371E7,1.4632E7,8.6634E6,2.3022E7,2.6299E7,1.7535E7,1.3561E7,2.0257E7,1.8005E7,1.9217E7,10,10,9,12,9,8,6,13,11,8,6,8,9,7,Acetylation (Protein N-term); Mutation,16423,TRINITY_DN45935_c0_g1_i3.p1
388,696,TRINITY_DN42464_c0_g1_i1.p1,218.87,35,13,32,21,15,21,15,32,19,12,21,17,25,1.5843E7,1.0268E8,2.3839E7,3.223E7,3.2864E7,2.5207E7,1.0282E8,2.2797E7,1.8479E7,4.3246E7,2.9029E7,4.1312E7,15,15,6,17,9,8,9,9,17,8,6,11,8,11,Oxidation (M); Deamidation (NQ); Methylation(others); Mutation,39003,TRINITY_DN42464_c0_g1_i1.p1
304,1919,TRINITY_DN47225_c0_g1_i1.p2,218.79,48,48,48,44,43,48,48,39,48,43,48,44,48,5.9937E7,4.706E7,4.0565E7,4.1493E7,4.2459E7,7.1E7,2.9129E7,8.1114E7,2.6193E7,1.3836E8,3.541E7,4.7852E7,13,13,13,12,13,10,12,16,8,14,9,19,10,14,Ethylation; Oxidation or Hydroxylation; Acetylation (Protein N-term); Mutation,27154,TRINITY_DN47225_c0_g1_i1.p2
250,323,TRINITY_DN26705_c0_g1_i2.p1,218.24,61,36,61,30,33,22,26,55,44,32,33,30,61,2.8209E7,8.4723E7,2.1059E7,4.0369E7,1.888E7,2.5743E7,8.7688E7,3.5098E7,2.8349E7,4.3931E7,2.2415E7,3.8733E7,18,11,13,24,10,15,8,9,26,17,15,12,15,19,Oxidation (M); Methylation(others); Acetylation (Protein N-term); Mutation,24368,TRINITY_DN26705_c0_g1_i2.p1
623,258,TRINITY_DN46092_c0_g1_i1.p1,217.78,20,7,5,13,13,10,3,12,11,7,12,11,7,6.42E6,2.5925E6,6.1113E6,1.1116E7,6.0139E6,1.4211E6,4.5457E6,9.4013E6,3.287E6,8.1965E6,6.5349E6,3.8929E6,11,11,5,3,6,9,6,2,6,9,4,9,8,5,Carbamidomethylation; Deamidation (NQ); Mutation,61838,TRINITY_DN46092_c0_g1_i1.p1
459,433,TRINITY_DN48277_c0_g1_i1.p1,217.54,24,13,10,10,14,16,14,9,13,15,10,18,8,3.2352E7,2.9643E7,2.8416E7,4.1352E7,3.743E7,3.1464E7,1.4331E7,3.4451E7,4.0079E7,2.4209E7,2.3765E7,1.0721E7,15,15,8,6,8,10,10,9,7,7,12,6,12,6,Carbamidomethylation; Oxidation (M); Deamidation (NQ); Oxidation (HW); Mutation,74458,TRINITY_DN48277_c0_g1_i1.p1
113,1357,TRINITY_DN35363_c0_g1_i2.p1,217.48,67,65,66,63,63,67,67,66,66,59,61,66,66,2.9705E8,3.4531E8,1.1907E8,1.8044E8,2.449E8,2.2821E8,3.5268E8,3.4286E8,1.1726E8,3.9679E8,2.346E8,2.0414E8,20,16,28,30,22,30,31,31,36,31,27,31,31,26,Carbamidomethylation; Carbamidomethylation (DHKE  X@N-term); Deamidation (NQ); Methylation(KR); Formylation; 4 more,13889,TRINITY_DN35363_c0_g1_i2.p1
497,1134,TRINITY_DN35696_c0_g1_i1.p1,217.44,23,17,19,17,17,17,21,17,17,19,17,17,17,4.1863E7,4.2136E7,2.4574E7,3.4117E7,3.5086E7,3.7075E7,4.3918E7,2.9984E7,3.1503E7,3.4902E7,3.1082E7,2.0382E7,11,11,9,10,7,9,9,8,8,6,8,6,9,6,Mutation,24027,TRINITY_DN35696_c0_g1_i1.p1
274,665,TRINITY_DN32051_c0_g1_i1.p1,217.36,32,25,10,16,17,19,13,13,14,24,27,19,18,1.7413E6,,9.0783E5,,1.4203E6,,,,6.6826E5,,5.1323E5,,24,1,19,13,12,16,13,10,7,13,21,17,8,16,Oxidation (M); Dihydroxy; Phosphorylation (STY); Sodium adduct; Acetylation (N-term); 2 more,25097,TRINITY_DN32051_c0_g1_i1.p1
1047,1064,TRINITY_DN46196_c0_g1_i1.p1,217.34,33,8,24,3,3,6,3,15,15,3,11,3,7,3.1778E6,2.5141E7,1.8728E6,3.0315E6,1.0195E7,6.9358E5,2.0104E7,1.1983E7,2.6091E6,1.5431E7,9.1772E5,1.931E7,10,10,2,7,1,1,2,1,4,3,2,4,1,6,Carbamidomethylation; Formylation; Mutation,34758,TRINITY_DN46196_c0_g1_i1.p1
1047,1079,TRINITY_DN46196_c0_g1_i2.p1,217.34,36,8,26,3,3,7,3,16,16,3,12,3,7,3.1778E6,2.5141E7,1.8728E6,3.0315E6,1.0195E7,6.9358E5,2.0104E7,1.1983E7,2.6091E6,1.5431E7,9.1772E5,1.931E7,10,10,2,7,1,1,2,1,4,3,2,4,1,6,Carbamidomethylation; Formylation; Mutation,32545,TRINITY_DN46196_c0_g1_i2.p1
494,770,TRINITY_DN46954_c1_g3_i2.p1,217.29,47,34,29,37,34,27,37,32,41,23,40,31,34,8.3584E6,9.9049E6,3.1854E6,8.5475E6,,1.2599E7,4.9919E6,1.8727E7,,2.7375E6,4.7717E6,5.0488E6,11,1,9,8,8,8,6,9,8,12,5,10,7,7,Carbamidomethylation; Oxidation (M); Acetaldehyde +26; Methylation(Protein N-term); Mutation,23740,TRINITY_DN46954_c1_g3_i2.p1
627,343,TRINITY_DN38854_c0_g1_i1.p2,217.16,25,8,16,9,13,11,7,18,12,10,16,7,16,6.7034E6,1.808E7,2.1577E6,1.1424E7,4.2206E6,6.0408E6,2.0817E7,1.1401E7,2.5875E6,2.0654E7,5.9246E6,7.6699E6,12,7,3,10,3,5,5,4,10,7,4,9,4,8,Carbamidomethylation; Oxidation (M); Pyro-glu from Q; Mutation,45394,TRINITY_DN38854_c0_g1_i1.p2
404,386,TRINITY_DN30423_c0_g1_i1.p1,217.00,72,55,63,43,61,55,49,63,43,42,62,55,55,1.5971E7,5.1372E7,1.2063E7,2.3915E7,1.7697E7,8.9284E6,4.7108E7,1.6843E7,1.3079E7,2.899E7,1.1976E7,2.5443E7,12,8,9,14,7,11,9,7,12,8,8,9,8,11,,13672,TRINITY_DN30423_c0_g1_i1.p1
404,387,TRINITY_DN30423_c0_g1_i3.p1,217.00,67,52,59,41,57,52,46,59,41,40,58,52,52,1.5971E7,5.1372E7,1.2063E7,2.3915E7,1.7697E7,8.9284E6,4.7108E7,1.6843E7,1.3079E7,2.899E7,1.1976E7,2.5443E7,12,8,9,14,7,11,9,7,12,8,8,9,8,11,,14570,TRINITY_DN30423_c0_g1_i3.p1
559,524,TRINITY_DN47653_c3_g1_i1.p2,216.98,58,28,28,33,23,36,27,24,28,23,53,27,27,2.135E7,2.5458E7,1.2677E7,2.0586E7,4.3445E7,2.2603E7,1.0504E7,2.9163E7,1.1241E7,6.5467E7,1.1217E7,2.1917E7,14,14,6,7,6,5,10,8,5,7,5,12,6,6,Carbamidomethylation; Oxidation (M); Ethyl amino; Acetylation (Protein N-term); Pyro-glu from Q; Mutation,23634,TRINITY_DN47653_c3_g1_i1.p2
559,525,TRINITY_DN47653_c3_g1_i4.p2,216.98,58,28,28,33,23,36,27,24,28,23,53,27,27,2.135E7,2.5458E7,1.2677E7,2.0586E7,4.3445E7,2.2603E7,1.0504E7,2.9163E7,1.1241E7,6.5467E7,1.1217E7,2.1917E7,14,14,6,7,6,5,10,8,5,7,5,12,6,6,Carbamidomethylation; Oxidation (M); Ethyl amino; Acetylation (Protein N-term); Pyro-glu from Q; Mutation,23634,TRINITY_DN47653_c3_g1_i4.p2
298,439,TRINITY_DN33549_c0_g1_i1.p1,216.79,43,25,41,28,21,25,33,34,25,25,25,23,31,2.9281E7,5.5244E7,1.8336E7,3.9806E7,1.9657E7,2.2788E7,4.6734E7,1.5491E7,2.0709E7,3.8629E7,1.1963E7,3.5451E7,21,13,12,15,8,13,10,11,18,9,14,16,11,15,Oxidation (M); Sulphone; Benzoyl; Mutation,23062,TRINITY_DN33549_c0_g1_i1.p1
368,291,TRINITY_DN45323_c0_g1_i3.p1,216.73,58,32,51,47,45,50,44,31,38,36,38,24,39,1.8483E7,4.9346E7,2.3182E7,2.9911E7,3.818E7,2.2442E7,3.9177E7,3.8263E7,2.6338E7,3.75E7,1.0063E7,2.5145E7,16,16,8,16,12,13,14,12,8,8,12,9,7,8,Oxidation (M); Fluorination,19149,TRINITY_DN45323_c0_g1_i3.p1
189,729,TRINITY_DN46260_c1_g2_i2.p2,216.28,58,36,43,35,42,51,42,50,43,42,38,43,43,1.1247E8,1.8243E8,5.6213E7,1.1154E8,1.3188E8,8.8781E7,1.8608E8,1.429E8,1.4678E8,1.5006E8,1.046E8,9.8536E7,16,13,16,23,17,19,25,18,25,20,18,21,21,17,Carbamidomethylation; Oxidation (M); Carbamidomethylation (DHKE  X@N-term); Deamidation (NQ); Methylation(KR); 5 more,18348,TRINITY_DN46260_c1_g2_i2.p2
322,306,TRINITY_DN43599_c0_g1_i1.p1,216.16,52,37,47,36,44,32,33,42,28,49,28,40,44,2.5332E7,6.5977E7,1.9685E7,2.8378E7,3.0667E7,2.2219E7,5.5455E7,2.5966E7,3.6284E7,3.5217E7,1.7197E7,3.0314E7,11,11,11,15,13,13,11,10,15,13,12,9,11,10,Carbamidomethylation; Oxidation (M); Acetylation (Protein N-term),21967,TRINITY_DN43599_c0_g1_i1.p1
1270,500,TRINITY_DN48347_c0_g4_i1.p1,216.04,20,5,10,5,7,0,0,18,3,2,11,0,5,3.7326E6,1.023E7,3.1751E6,2.1954E6,,,1.5253E7,1.1478E6,0,6.7158E6,,2.2596E6,8,8,2,4,2,2,0,0,7,1,1,4,0,2,Propionamide (K  X@N-term); Mutation,64047,TRINITY_DN48347_c0_g4_i1.p1
397,528,TRINITY_DN42936_c1_g1_i1.p1,215.98,18,15,16,16,16,16,16,16,9,16,9,18,11,1.0894E7,3.6187E7,9.7643E6,3.9729E7,3.0657E7,1.621E7,2.2771E7,1.338E7,1.6058E7,1.0755E7,1.5803E7,5.1831E6,10,8,8,11,9,13,12,10,11,6,12,5,12,6,Carbamidomethylation; Deamidation (NQ); Michael addition with methylamine; 2-amino-3-oxo-butanoic_acid; Mutation,60732,TRINITY_DN42936_c1_g1_i1.p1
468,839,TRINITY_DN46879_c0_g1_i2.p1,215.95,58,48,58,30,48,46,46,58,58,40,46,40,57,2.5358E7,8.4741E7,1.5974E7,3.2747E7,2.0489E7,1.8394E7,7.1506E7,3.5744E7,1.4633E7,4.2636E7,1.3948E7,4.9856E7,11,11,8,12,4,8,7,7,14,9,6,8,5,12,Oxidation (M); Crotonaldehyde; Mutation,17638,TRINITY_DN46879_c0_g1_i2.p1
465,863,TRINITY_DN46700_c0_g2_i2.p1,215.84,65,30,20,20,32,44,29,25,35,23,42,15,32,4.2977E7,5.5687E7,2.3485E7,4.8364E7,4.5737E7,5.6513E7,6.1633E7,8.475E7,3.085E7,6.3464E7,1.6141E7,5.2338E7,14,14,8,7,6,10,11,8,9,10,6,10,5,10,Carbamidomethylation; Oxidation (M); Carbamidomethylation (DHKE  X@N-term); Deamidation (NQ); Methylation(KR); 4 more,27463,TRINITY_DN46700_c0_g2_i2.p1
